cell_id,cell_type,x,y,z,no_pixels
1,4,16,246,0,2481
1,4,16,247,0,2481
1,4,16,248,0,2481
1,4,17,200,0,2481
1,4,17,201,0,2481
1,4,17,202,0,2481
1,4,17,203,0,2481
1,4,17,204,0,2481
1,4,17,205,0,2481
1,4,17,206,0,2481
1,4,17,207,0,2481
1,4,17,208,0,2481
1,4,17,209,0,2481
1,4,17,210,0,2481
1,4,17,211,0,2481
1,4,17,212,0,2481
1,4,17,213,0,2481
1,4,17,214,0,2481
1,4,17,215,0,2481
1,4,17,216,0,2481
1,4,17,217,0,2481
1,4,17,218,0,2481
1,4,17,219,0,2481
1,4,17,220,0,2481
1,4,17,221,0,2481
1,4,17,222,0,2481
1,4,17,223,0,2481
1,4,17,224,0,2481
1,4,17,225,0,2481
1,4,17,226,0,2481
1,4,17,227,0,2481
1,4,17,228,0,2481
1,4,17,229,0,2481
1,4,17,230,0,2481
1,4,17,231,0,2481
1,4,17,232,0,2481
1,4,17,233,0,2481
1,4,17,234,0,2481
1,4,17,235,0,2481
1,4,17,236,0,2481
1,4,17,237,0,2481
1,4,17,238,0,2481
1,4,17,239,0,2481
1,4,17,240,0,2481
1,4,17,241,0,2481
1,4,17,242,0,2481
1,4,17,243,0,2481
1,4,17,244,0,2481
1,4,17,245,0,2481
1,4,17,246,0,2481
1,4,17,247,0,2481
1,4,18,200,0,2481
1,4,18,201,0,2481
1,4,18,202,0,2481
1,4,18,203,0,2481
1,4,18,204,0,2481
1,4,18,205,0,2481
1,4,18,206,0,2481
1,4,18,207,0,2481
1,4,18,208,0,2481
1,4,18,209,0,2481
1,4,18,210,0,2481
1,4,18,211,0,2481
1,4,18,212,0,2481
1,4,18,213,0,2481
1,4,18,214,0,2481
1,4,18,215,0,2481
1,4,18,216,0,2481
1,4,18,217,0,2481
1,4,18,218,0,2481
1,4,18,219,0,2481
1,4,18,220,0,2481
1,4,18,221,0,2481
1,4,18,222,0,2481
1,4,18,223,0,2481
1,4,18,224,0,2481
1,4,18,225,0,2481
1,4,18,226,0,2481
1,4,18,227,0,2481
1,4,18,228,0,2481
1,4,18,229,0,2481
1,4,18,230,0,2481
1,4,18,231,0,2481
1,4,18,232,0,2481
1,4,18,233,0,2481
1,4,18,234,0,2481
1,4,18,235,0,2481
1,4,18,236,0,2481
1,4,18,237,0,2481
1,4,18,238,0,2481
1,4,18,239,0,2481
1,4,18,240,0,2481
1,4,18,241,0,2481
1,4,18,242,0,2481
1,4,18,243,0,2481
1,4,18,244,0,2481
1,4,18,245,0,2481
1,4,18,246,0,2481
1,4,18,247,0,2481
1,4,18,248,0,2481
1,4,19,200,0,2481
1,4,19,201,0,2481
1,4,19,202,0,2481
1,4,19,203,0,2481
1,4,19,204,0,2481
1,4,19,205,0,2481
1,4,19,206,0,2481
1,4,19,207,0,2481
1,4,19,208,0,2481
1,4,19,209,0,2481
1,4,19,210,0,2481
1,4,19,211,0,2481
1,4,19,212,0,2481
1,4,19,213,0,2481
1,4,19,214,0,2481
1,4,19,215,0,2481
1,4,19,216,0,2481
1,4,19,217,0,2481
1,4,19,218,0,2481
1,4,19,219,0,2481
1,4,19,220,0,2481
1,4,19,221,0,2481
1,4,19,222,0,2481
1,4,19,223,0,2481
1,4,19,224,0,2481
1,4,19,225,0,2481
1,4,19,226,0,2481
1,4,19,227,0,2481
1,4,19,228,0,2481
1,4,19,229,0,2481
1,4,19,230,0,2481
1,4,19,231,0,2481
1,4,19,232,0,2481
1,4,19,233,0,2481
1,4,19,234,0,2481
1,4,19,235,0,2481
1,4,19,236,0,2481
1,4,19,237,0,2481
1,4,19,238,0,2481
1,4,19,239,0,2481
1,4,19,240,0,2481
1,4,19,241,0,2481
1,4,19,242,0,2481
1,4,19,243,0,2481
1,4,19,244,0,2481
1,4,19,245,0,2481
1,4,19,246,0,2481
1,4,19,247,0,2481
1,4,19,248,0,2481
1,4,20,200,0,2481
1,4,20,201,0,2481
1,4,20,202,0,2481
1,4,20,203,0,2481
1,4,20,204,0,2481
1,4,20,205,0,2481
1,4,20,206,0,2481
1,4,20,207,0,2481
1,4,20,208,0,2481
1,4,20,209,0,2481
1,4,20,210,0,2481
1,4,20,211,0,2481
1,4,20,212,0,2481
1,4,20,213,0,2481
1,4,20,214,0,2481
1,4,20,215,0,2481
1,4,20,216,0,2481
1,4,20,217,0,2481
1,4,20,218,0,2481
1,4,20,219,0,2481
1,4,20,220,0,2481
1,4,20,221,0,2481
1,4,20,222,0,2481
1,4,20,223,0,2481
1,4,20,224,0,2481
1,4,20,225,0,2481
1,4,20,226,0,2481
1,4,20,227,0,2481
1,4,20,228,0,2481
1,4,20,229,0,2481
1,4,20,230,0,2481
1,4,20,231,0,2481
1,4,20,232,0,2481
1,4,20,233,0,2481
1,4,20,234,0,2481
1,4,20,235,0,2481
1,4,20,236,0,2481
1,4,20,237,0,2481
1,4,20,238,0,2481
1,4,20,239,0,2481
1,4,20,240,0,2481
1,4,20,241,0,2481
1,4,20,242,0,2481
1,4,20,243,0,2481
1,4,20,244,0,2481
1,4,20,245,0,2481
1,4,20,246,0,2481
1,4,20,247,0,2481
1,4,20,248,0,2481
1,4,20,249,0,2481
1,4,21,200,0,2481
1,4,21,201,0,2481
1,4,21,202,0,2481
1,4,21,203,0,2481
1,4,21,204,0,2481
1,4,21,205,0,2481
1,4,21,206,0,2481
1,4,21,207,0,2481
1,4,21,208,0,2481
1,4,21,209,0,2481
1,4,21,210,0,2481
1,4,21,211,0,2481
1,4,21,212,0,2481
1,4,21,213,0,2481
1,4,21,214,0,2481
1,4,21,215,0,2481
1,4,21,216,0,2481
1,4,21,217,0,2481
1,4,21,218,0,2481
1,4,21,219,0,2481
1,4,21,220,0,2481
1,4,21,221,0,2481
1,4,21,222,0,2481
1,4,21,223,0,2481
1,4,21,224,0,2481
1,4,21,225,0,2481
1,4,21,226,0,2481
1,4,21,227,0,2481
1,4,21,228,0,2481
1,4,21,229,0,2481
1,4,21,230,0,2481
1,4,21,231,0,2481
1,4,21,232,0,2481
1,4,21,233,0,2481
1,4,21,234,0,2481
1,4,21,235,0,2481
1,4,21,236,0,2481
1,4,21,237,0,2481
1,4,21,238,0,2481
1,4,21,239,0,2481
1,4,21,240,0,2481
1,4,21,241,0,2481
1,4,21,242,0,2481
1,4,21,243,0,2481
1,4,21,244,0,2481
1,4,21,245,0,2481
1,4,21,246,0,2481
1,4,21,247,0,2481
1,4,21,248,0,2481
1,4,21,249,0,2481
1,4,22,200,0,2481
1,4,22,201,0,2481
1,4,22,202,0,2481
1,4,22,203,0,2481
1,4,22,204,0,2481
1,4,22,205,0,2481
1,4,22,206,0,2481
1,4,22,207,0,2481
1,4,22,208,0,2481
1,4,22,209,0,2481
1,4,22,210,0,2481
1,4,22,211,0,2481
1,4,22,212,0,2481
1,4,22,213,0,2481
1,4,22,214,0,2481
1,4,22,215,0,2481
1,4,22,216,0,2481
1,4,22,217,0,2481
1,4,22,218,0,2481
1,4,22,219,0,2481
1,4,22,220,0,2481
1,4,22,221,0,2481
1,4,22,222,0,2481
1,4,22,223,0,2481
1,4,22,224,0,2481
1,4,22,225,0,2481
1,4,22,226,0,2481
1,4,22,227,0,2481
1,4,22,228,0,2481
1,4,22,229,0,2481
1,4,22,230,0,2481
1,4,22,231,0,2481
1,4,22,232,0,2481
1,4,22,233,0,2481
1,4,22,234,0,2481
